"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.852635469E0,-3.030677438E-1,-1.262338310E-1,5.592638254E-2
2.862675752E0,-3.211772442E-1,-1.091896072E-1,9.267801046E-2
2.872655000E0,-4.010720551E-1,-9.960222989E-2,9.960222989E-2
2.882664766E0,-5.262406468E-1,-1.075917110E-1,8.309062570E-2
2.892613496E0,-6.588660479E-1,-1.155811921E-1,7.030745596E-2
2.902623262E0,-7.488809228E-1,-1.091896072E-1,6.551376730E-2
2.912602510E0,-7.781757116E-1,-1.086569726E-1,7.297061384E-2
2.922612275E0,-7.387608886E-1,-9.427590668E-2,9.001484513E-2
2.932561006E0,-6.455502510E-1,-6.285060197E-2,1.118527651E-1
2.942570772E0,-5.235774517E-1,-3.781688958E-2,1.272991002E-1
2.952519502E0,-4.085289240E-1,-1.438106969E-2,1.257012039E-1
2.962559785E0,-3.238403797E-1,1.544633508E-2,1.081243455E-1
2.972539033E0,-2.812298238E-1,3.515372798E-2,7.243798673E-2
2.982579317E0,-2.806971967E-1,4.633900523E-2,2.450108156E-2
2.992528047E0,-2.972087860E-1,4.793690145E-2,-1.065264456E-2
3.002568330E0,-3.067961633E-1,3.568635881E-2,-2.556634694E-2
3.012547578E0,-2.966761589E-1,1.438106969E-2,-2.503371425E-2
3.022557344E0,-2.711097896E-1,-6.391586736E-3,-1.384843793E-2
3.032536592E0,-2.332929224E-1,-1.810949668E-2,9.054748341E-3
3.042515840E0,-1.954760253E-1,-2.769687586E-2,2.396845073E-2
3.052464570E0,-1.731054783E-1,-2.396845073E-2,3.888215125E-2
3.062504854E0,-1.661812514E-1,-1.491370238E-2,4.527373984E-2
3.072484102E0,-1.667138934E-1,7.989482954E-3,4.900216311E-2
3.082493867E0,-1.502022892E-1,1.597896684E-3,5.113269389E-2
3.092442598E0,-1.145159304E-1,2.503371425E-2,5.006742850E-2
3.102452363E0,-8.042746782E-2,6.764429063E-2,5.858954415E-2
3.112401094E0,-3.781688958E-2,7.243798673E-2,7.030745596E-2
3.122441377E0,3.195793368E-3,6.977482140E-2,9.800432622E-2
3.132420625E0,3.089267015E-2,6.338323653E-2,1.358212233E-1
3.142460908E0,3.994741663E-2,5.432848632E-2,1.619201899E-1
3.152379121E0,2.876213938E-2,3.834952042E-2,1.747033745E-1
3.162388887E0,9.054748341E-3,1.810949668E-2,1.757686287E-1
3.172337617E0,-9.054748341E-3,1.278317347E-2,1.581917703E-1
3.182377900E0,-1.970739290E-2,1.864212751E-2,1.198422536E-1
3.192357149E0,-7.989482954E-3,3.568635881E-2,7.882957160E-2
3.202397432E0,1.491370238E-2,4.740426689E-2,4.314320907E-2
3.212376680E0,3.515372798E-2,5.006742850E-2,2.769687586E-2
3.222386445E0,6.391586363E-2,4.740426689E-2,3.142530099E-2
3.232335176E0,9.427590668E-2,4.420847446E-2,5.539375171E-2
3.242375459E0,1.342233270E-1,3.355583176E-2,6.924218684E-2
3.252354707E0,1.768338978E-1,2.876213938E-2,6.444849819E-2
3.262364473E0,2.189118415E-1,3.515372798E-2,5.379585549E-2
3.272313203E0,2.631203234E-1,3.249056637E-2,4.793690145E-2
3.282322969E0,3.009372056E-1,1.331580617E-2,5.113269389E-2
3.292302217E0,3.195793331E-1,-1.704423130E-2,5.326322466E-2
3.302342500E0,3.233077526E-1,-4.527373984E-2,6.231797114E-2
3.312291231E0,3.089267015E-1,-8.522115648E-2,7.669904083E-2
3.322331514E0,2.940129936E-1,-1.203748807E-1,8.948221803E-2
3.332310762E0,2.849582434E-1,-1.560612470E-1,1.012001261E-1
3.342351045E0,2.993393242E-1,-1.976065636E-1,1.177117229E-1
3.352330293E0,3.307646215E-1,-2.295644879E-1,1.230380461E-1
3.362370576E0,3.723099232E-1,-2.380866110E-1,1.012001261E-1
3.372349824E0,4.277036786E-1,-2.242381722E-1,6.231797114E-2
3.382359590E0,4.910869002E-1,-2.194444835E-1,1.438106969E-2
3.392308320E0,5.502091050E-1,-2.146507949E-1,-3.036003746E-2
3.402348604E0,6.013417840E-1,-2.050634027E-1,-6.444849819E-2
3.412327852E0,6.354302764E-1,-2.045307755E-1,-8.255799860E-2
3.422337617E0,6.578007936E-1,-2.103897333E-1,-7.084008306E-2
3.432347383E0,6.663229465E-1,-2.221076339E-1,-3.515372798E-2
3.442326631E0,6.620618701E-1,-2.402171344E-1,1.118527725E-2
3.452275361E0,6.492787004E-1,-2.503371537E-1,4.740426689E-2
3.462315645E0,6.231797338E-1,-2.599245310E-1,7.936219871E-2
3.472264375E0,5.933523178E-1,-2.455434501E-1,1.017327532E-1
3.482274141E0,5.720469952E-1,-2.343581766E-1,1.139832959E-1
3.492222871E0,5.635249019E-1,-2.183792144E-1,1.107875034E-1
3.502232637E0,5.842975378E-1,-1.901497096E-1,9.640643001E-2
3.512181367E0,6.295713186E-1,-1.661812514E-1,9.427590668E-2
3.522221650E0,7.020092607E-1,-1.539307088E-1,1.150485575E-1
3.532200899E0,7.957525253E-1,-1.475391239E-1,1.704423130E-1
3.542241182E0,8.878979087E-1,-1.336906850E-1,2.338255495E-1
3.552189912E0,9.550095797E-1,-1.113201380E-1,2.673813701E-1
3.562199678E0,9.789780378E-1,-8.415589482E-2,2.727077007E-1
3.572148408E0,9.592706561E-1,-4.527373984E-2,2.530003190E-1
3.582188692E0,8.926916122E-1,-3.728425596E-3,2.167813182E-1
