"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.853392291E0,4.796065986E-1,-4.668082714E0,-1.823876619E0
2.863397760E0,8.736467361E-1,-4.747517586E0,-1.758347750E0
2.873407500E0,1.101794600E0,-4.542654037E0,-2.049884558E0
2.883421666E0,9.886740446E-1,-4.365584373E0,-2.695393085E0
2.893438489E0,8.798099756E-1,-4.276781559E0,-3.825875282E0
2.903459583E0,9.643253684E-1,-4.344192505E0,-4.955357552E0
2.913484583E0,9.625400305E-1,-4.353886127E0,-5.699987888E0
2.923513073E0,7.921750546E-1,-4.255986691E0,-6.052547455E0
2.933543333E0,6.372517347E-1,-4.168076992E0,-6.029113770E0
2.943574791E0,5.552393198E-1,-4.095063686E0,-5.200332165E0
2.953607916E0,5.149739385E-1,-4.040596485E0,-3.717514515E0
2.963641979E0,6.272771358E-1,-4.051986217E0,-2.594571590E0
2.973676302E0,7.701882124E-1,-4.097555637E0,-2.122081757E0
2.983699843E0,9.151988029E-1,-4.106487274E0,-1.832848310E0
2.993717083E0,1.001982927E0,-4.069631100E0,-1.577703476E0
3.003734323E0,8.642957211E-1,-3.916028500E0,-1.560965538E0
3.013751510E0,5.647855997E-1,-3.813626289E0,-1.752565861E0
3.023768698E0,4.045487046E-1,-3.795992851E0,-1.955684185E0
3.033785885E0,2.884050012E-1,-3.805622578E0,-2.213242531E0
3.043776406E0,1.102000475E-3,-3.760280132E0,-2.761142731E0
3.053769062E0,-2.033102512E-1,-3.658343792E0,-3.215236187E0
3.063764739E0,-2.495449185E-1,-3.512966633E0,-3.358954430E0
3.073763073E0,-4.543032646E-1,-3.433303833E0,-3.543562412E0
3.083764010E0,-3.289373517E-1,-3.290111065E0,-3.396467686E0
3.093768125E0,-2.924281359E-1,-3.265119076E0,-3.415465355E0
3.103775781E0,-3.723995090E-1,-3.319997311E0,-3.441769123E0
3.113787239E0,-5.832432508E-1,-3.360163689E0,-3.076808929E0
3.123803281E0,-7.885941267E-1,-3.382787228E0,-2.781868935E0
3.133824843E0,-9.901533723E-1,-3.374503136E0,-2.665178299E0
3.143849739E0,-1.008366823E0,-3.277592659E0,-2.579349518E0
3.153879323E0,-8.058112860E-1,-3.162818909E0,-2.822437286E0
3.163912916E0,-5.316090584E-1,-3.042251110E0,-3.210702419E0
