"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.238827399E0,3.620460629E-1,6.697652340E-1,-3.107817471E-1
2.248860055E0,7.296846509E-1,6.473953724E-1,-2.766942680E-1
2.258895055E0,1.020493269E0,5.706986189E-1,-2.095845938E-1
2.268931566E0,1.206909060E0,4.386096895E-1,-1.296921223E-1
2.278968753E0,1.289997220E0,3.150426745E-1,-4.340824485E-2
2.289003389E0,1.260170698E0,2.926727831E-1,2.796236612E-2
2.299020576E0,1.153647423E0,1.435401440E-1,1.643121988E-1
2.309037555E0,9.608401656E-1,-1.089200750E-1,2.889444530E-1
2.319054535E0,6.785534620E-1,-2.058562785E-1,3.560541272E-1
2.329071514E0,3.801550269E-1,-2.825530469E-1,4.071853161E-1
2.339088493E0,1.575213373E-1,-3.272928596E-1,4.476641715E-1
2.349105472E0,-2.463351376E-2,-2.750964165E-1,4.604469836E-1
2.359122451E0,-1.556571722E-1,-1.600512564E-1,4.444684684E-1
2.369139483E0,-2.046578974E-1,-3.648423031E-2,4.114462435E-1
2.379156566E0,-1.972012669E-1,9.027849883E-2,4.018591642E-1
2.389173701E0,-1.194392517E-1,1.456706226E-1,3.592498302E-1
2.399190941E0,-6.524552125E-3,1.328878254E-1,3.283580840E-1
2.409208285E0,9.254211932E-2,2.956021577E-2,3.091838956E-1
2.419225680E0,1.330209672E-1,-9.826774895E-2,2.804225981E-1
2.429243128E0,8.188978583E-2,-1.983996481E-1,2.431394309E-1
2.439260576E0,-1.291595027E-2,-2.889444530E-1,2.079867423E-1
2.449278024E0,-1.577876359E-1,-2.282261699E-1,1.259638071E-1
2.459295472E0,-2.643109560E-1,-2.026605755E-1,6.098458916E-2
2.469268753E0,-2.834851444E-1,-2.058562785E-1,6.657706574E-3
2.479245576E0,-2.398105860E-1,-2.218347788E-1,-4.340824485E-2
2.489227399E0,-1.524614692E-1,-1.952039450E-1,-9.880036116E-2
2.499215420E0,-2.782921307E-2,-1.366161406E-1,-1.478010863E-1
2.509210576E0,1.255643368E-1,-7.909355313E-2,-1.893451661E-1
2.519213441E0,2.789579034E-1,-2.583190054E-2,-2.127802968E-1
2.529224326E0,4.131772518E-1,3.169068322E-2,-2.202369273E-1
2.539243128E0,5.133091807E-1,9.666989744E-2,-2.170412242E-1
2.549269483E0,5.720301270E-1,1.233007237E-1,-2.149107605E-1
2.559302712E0,5.752258301E-1,9.880036116E-2,-2.149107605E-1
2.569341878E0,5.271571875E-1,5.406057462E-2,-2.085193694E-1
2.579385889E0,4.387428463E-1,-4.926702753E-2,-2.330197245E-1
2.589433545E0,3.556546867E-1,-1.398118287E-1,-2.553896308E-1
2.599483493E0,2.725664973E-1,-1.941387206E-1,-2.596505582E-1
2.609534274E0,2.054568231E-1,-2.303566486E-1,-2.447372824E-1
2.619572920E0,1.575213373E-1,-2.527265251E-1,-2.191716880E-1
2.629590160E0,1.308905035E-1,-2.516613007E-1,-1.925408691E-1
2.639607139E0,1.095858440E-1,-2.463351339E-1,-1.712362021E-1
2.649623545E0,8.828118443E-2,-2.505960763E-1,-1.446053833E-1
2.659639951E0,6.271559745E-2,-2.015953511E-1,-1.392792165E-1
2.669615733E0,3.608476743E-2,-1.760297567E-1,-1.083874628E-1
2.679594847E0,9.453942999E-3,-2.133129090E-1,-7.003907114E-2
2.689578701E0,-9.720250964E-3,-2.782921195E-1,-2.849498391E-2
2.699568441E0,-4.806863889E-2,-3.219666779E-1,-7.989247679E-4
2.709564899E0,-8.854749799E-2,-3.507279754E-1,3.462007269E-3
2.719566983E0,-1.066564545E-1,-3.539236784E-1,1.331541222E-3
2.729576774E0,-8.428656310E-2,-3.113143444E-1,-5.059856921E-3
