"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.369139483E0,-2.903270721E-1,-6.069526672E-1,-7.630224228E-1
2.379156566E0,-2.379979491E-1,-6.494512558E-1,2.295112610E-2
2.389173701E0,2.577100694E-2,-1.004958153E0,6.891317368E-1
2.399190941E0,2.622408569E-1,-1.211025238E0,7.860445976E-1
2.409208285E0,6.715935469E-1,-1.449023247E0,3.957018852E-1
2.419225680E0,1.133708358E0,-1.611300468E0,-3.423388004E-1
2.429243128E0,1.373720169E0,-1.303021431E0,-8.914501667E-1
2.439260576E0,1.426187277E0,-1.425992966E0,-9.416778088E-1
2.449278024E0,1.131136298E0,-1.017315865E0,-6.858310699E-1
2.459295472E0,9.066658616E-1,-5.341062546E-1,3.078594208E-1
2.469268753E0,5.498335958E-1,-3.478460312E-1,1.305327892E0
2.479245576E0,4.131880701E-1,-4.981536865E-1,1.844867706E0
2.489227399E0,4.552498162E-1,-6.945629120E-1,2.123361111E0
2.499215420E0,5.568382144E-1,-8.383922577E-1,2.207435131E0
2.509210576E0,6.406593919E-1,-1.155409813E0,1.885911465E0
2.519213441E0,5.808472633E-1,-1.582858562E0,1.322700024E0
2.529224326E0,5.102508664E-1,-1.961900711E0,5.599484444E-1
2.539243128E0,5.140758157E-1,-2.343599319E0,-3.474712372E-1
2.549269483E0,5.140624046E-1,-2.783276081E0,-1.107101679E0
2.559302712E0,3.889250159E-1,-3.068302631E0,-1.930097342E0
2.569341878E0,5.910413265E-1,-3.478700638E0,-2.420372248E0
2.579385889E0,6.902394295E-1,-3.788065434E0,-2.888723373E0
2.589433545E0,5.394019485E-1,-3.954195499E0,-3.110507011E0
2.599483493E0,2.967647910E-1,-3.996872902E0,-3.272792339E0
2.609534274E0,9.042578936E-2,-4.060513020E0,-3.173832655E0
2.619572920E0,8.819401264E-4,-4.169740200E0,-3.137300968E0
2.629590160E0,6.190782785E-2,-4.306175709E0,-3.141759157E0
2.639607139E0,1.733990610E-1,-4.374507427E0,-3.329658985E0
2.649623545E0,2.531484067E-1,-4.451386929E0,-3.132386684E0
2.659639951E0,-2.392813563E-2,-4.484084129E0,-3.334379673E0
2.669615733E0,-1.014506519E-1,-4.320073128E0,-2.955895185E0
2.679594847E0,-9.782396257E-2,-4.322865009E0,-2.781973362E0
2.689578701E0,-1.948082447E-2,-4.439624786E0,-2.667990923E0
2.699568441E0,1.163369715E-1,-4.554611206E0,-2.710904598E0
2.709564899E0,2.501452565E-1,-4.777468204E0,-2.523656607E0
2.719566983E0,3.453401327E-1,-4.893852711E0,-2.209925175E0
2.729576774E0,3.946683705E-1,-5.034574032E0,-1.981064558E0
2.739594222E0,4.585120678E-1,-5.181138515E0,-1.854060411E0
2.749619014E0,5.044532418E-1,-5.276621819E0,-1.627144575E0
2.759650524E0,3.992458284E-1,-5.302768707E0,-1.251353502E0
2.769686149E0,2.753350735E-1,-5.313557148E0,-6.956217289E-1
2.779726774E0,2.348069400E-1,-5.334204674E0,-4.013085365E-1
2.789771305E0,2.096473873E-1,-5.360300064E0,-4.807462692E-1
2.799818441E0,1.360992938E-1,-5.328984261E0,-7.002344131E-1
2.809866878E0,7.967275381E-2,-5.220022678E0,-1.186357975E0
2.819915368E0,-3.124386072E-2,-5.088509560E0,-1.757963061E0
2.829933649E0,-2.144952416E-1,-4.860189915E0,-2.340683460E0
2.839950837E0,-3.511872888E-1,-4.509943962E0,-2.705253601E0
2.849968024E0,-6.244469881E-1,-4.099173546E0,-3.276215553E0
2.859985055E0,-7.820454836E-1,-3.756130695E0,-3.502162933E0
2.869975316E0,-7.557595968E-1,-3.685906410E0,-3.246080399E0
2.879967712E0,-5.797891617E-1,-3.583825111E0,-2.485613108E0
2.889963180E0,-4.687924087E-1,-3.461670876E0,-2.066183805E0
2.899962451E0,-3.839830160E-1,-3.320253849E0,-1.908023238E0
2.909966097E0,-2.762814760E-1,-3.254896164E0,-1.848427534E0
2.919974483E0,-6.910464168E-2,-3.289739609E0,-1.732683539E0
2.929987764E0,1.897005290E-1,-3.349388123E0,-1.580972075E0
2.940005889E0,4.334766865E-1,-3.272456646E0,-1.820125461E0
2.950028649E0,4.427855015E-1,-3.040567875E0,-2.467124939E0
2.960055628E0,1.987243295E-1,-2.796285152E0,-3.342583895E0
2.970084483E0,-7.349103689E-3,-2.599522591E0,-4.098820210E0
2.980116462E0,-1.244264841E-1,-2.405451298E0,-4.397568703E0
2.990150837E0,-1.373579651E-1,-2.728500843E0,-5.060446262E0
3.000186826E0,-3.326227665E-1,-2.704922199E0,-5.539691925E0
3.010223597E0,-4.950404465E-1,-2.711966991E0,-5.366186142E0
3.020260368E0,-6.494675875E-1,-2.735560894E0,-4.917414665E0
3.030278285E0,-5.909323096E-1,-2.963298798E0,-3.764088154E0
3.040296201E0,-1.091573983E-1,-3.440452576E0,-2.539060354E0
3.050312660E0,2.215076387E-1,-3.868399620E0,-1.549071193E0
3.060329170E0,3.529404700E-1,-4.082885265E0,-6.098845005E-1
3.070302503E0,3.208053410E-1,-4.215518951E0,-2.232351303E-1
3.080279378E0,1.905054301E-1,-4.348203659E0,-2.342367172E-1
3.090261305E0,2.297501266E-2,-4.537978649E0,-2.657129765E-1
3.100249430E0,-9.301890433E-2,-4.717660904E0,-3.614835739E-1
3.110244691E0,-1.195816249E-1,-4.891695976E0,-6.371645927E-1
3.120247660E0,-1.465827525E-1,-4.963381767E0,-1.157282114E0
3.130258649E0,-1.983607709E-1,-4.964576721E0,-1.648691893E0
3.140277503E0,-1.500434279E-1,-5.027586460E0,-2.034158468E0
3.150303910E0,-3.535413742E-2,-5.065411091E0,-2.158435345E0
3.160337191E0,6.699085236E-3,-5.092360973E0,-2.108561516E0
3.170376462E0,-7.261171937E-2,-5.127748966E0,-2.056674004E0
3.180420524E0,-1.785175502E-1,-5.262472153E0,-1.968980193E0
3.190468180E0,-2.969939709E-1,-5.434707642E0,-1.844274282E0
3.200518024E0,-3.386095464E-1,-5.415983200E0,-1.542257309E0
3.210568701E0,-5.777372122E-1,-5.517860889E0,-1.807082653E0
3.220605420E0,-6.071085930E-1,-5.410260201E0,-1.873197436E0
3.230622868E0,-5.657057762E-1,-5.222755909E0,-2.070853233E0
3.240639847E0,-5.287642479E-1,-5.021721363E0,-2.558828592E0
3.250656826E0,-4.339295030E-1,-4.823944092E0,-3.007230759E0
3.260673858E0,-2.535031140E-1,-4.646522522E0,-3.215333462E0
3.270690941E0,-4.504728317E-2,-4.441114426E0,-3.251719713E0
3.280708076E0,-3.232455254E-2,-4.164877892E0,-3.226296425E0
3.290725212E0,-1.631305218E-1,-3.755882263E0,-2.842952728E0
3.300742347E0,-2.495276928E-1,-3.324955940E0,-1.981931567E0
3.310759483E0,-2.225552499E-1,-2.983745575E0,-1.027601004E0
3.320776670E0,-2.363312989E-1,-2.385980606E0,1.449666023E-1
3.330793858E0,4.219816029E-1,-1.946367264E0,1.106986523E0
3.340811045E0,1.061745524E0,-1.507679939E0,1.230323792E0
3.350828285E0,1.221733332E0,-9.301729202E-1,7.777323723E-1
3.360845576E0,1.034437180E0,-8.794212341E-2,1.956791878E-1
3.370862920E0,4.866330624E-1,8.483123779E-1,-1.613435745E-1
3.380839691E0,-4.372489452E-2,1.564348221E0,-1.627020836E-1
3.390819743E0,-3.553394973E-1,2.387529373E0,1.775159836E-1
3.400804430E0,-2.095508873E-1,3.030827522E0,9.972405434E-1
3.410794847E0,8.448852599E-2,3.313045502E0,1.574468613E0
3.420791826E0,7.357251048E-1,3.568327904E0,2.849026203E0
3.430795941E0,1.666111469E0,3.849850655E0,4.521057606E0
3.440807399E0,1.707835197E0,5.013244629E0,6.357848644E0
3.450826149E0,1.533571243E0,6.096714020E0,7.189980030E0
3.460851878E0,4.609494805E-1,7.621050835E0,7.522007942E0
3.470883962E0,-3.188852370E-1,8.867762566E0,7.355627060E0
3.480920420E0,-1.586579561E0,1.096071529E1,5.683846951E0
3.490961410E0,-1.880687237E0,1.207360840E1,2.635996819E0
3.501005837E0,-2.447348118E0,1.360167217E1,8.630762100E-1
3.511052451E0,-3.100519180E0,1.484412575E1,1.597295761E0
3.521100003E0,-3.753679991E0,1.588269806E1,5.035067558E0
3.531139951E0,-3.961720467E0,1.688990402E1,1.063754272E1
3.541156930E0,-2.189063787E0,1.720656776E1,1.666499329E1
3.551173962E0,-4.284314811E-1,1.712800217E1,2.102544403E1
3.561191045E0,-6.878322363E-2,1.647245407E1,2.108802032E1
3.571208128E0,-1.586152911E-1,1.579732609E1,1.752601242E1
3.581198858E0,5.799388885E-2,1.522164536E1,1.330327797E1
3.591191722E0,1.794893444E-1,1.394063568E1,1.042326832E1
3.601187660E0,2.783646286E-1,1.224087143E1,8.904521942E0
3.611187347E0,4.373182058E-1,1.067356110E1,8.087524414E0
3.621191305E0,3.914309442E-1,9.369276047E0,7.802721024E0
3.631199899E0,-4.172575474E-2,8.265584946E0,7.644645214E0
3.641213285E0,-7.936689258E-1,7.397542000E0,7.205777168E0
3.651231462E0,-1.613962889E0,6.711073875E0,6.563208580E0
3.661254170E0,-2.305078983E0,6.143443108E0,5.906932354E0
3.671281045E0,-2.667089939E0,5.564594269E0,5.313347816E0
3.681311566E0,-2.890877485E0,5.068971634E0,4.822251320E0
3.691345003E0,-1.844443440E0,4.112246513E0,4.112434387E0
3.701380628E0,-1.094701529E0,3.253830910E0,2.518547058E0
3.711417555E0,-5.700123906E-1,2.644507408E0,1.005151749E0
3.721454951E0,3.041727543E-1,1.965650558E0,2.717390060E-1
3.731484743E0,6.656681299E-1,1.461609840E0,-5.537247658E-1
3.741501670E0,1.204539537E0,7.837209702E-1,-1.180239677E0
3.751518597E0,1.466409445E0,1.609296799E-1,-1.076634645E0
3.761535524E0,1.464926600E0,-3.465652466E-1,-8.537580967E-1
3.771552503E0,1.321028233E0,-6.494674683E-1,-7.730381489E-1
3.781569587E0,9.867250323E-1,-6.910409927E-1,-8.297846317E-1
3.791586722E0,5.795898438E-1,-3.004570007E-1,-6.746535301E-1
3.801603910E0,3.309734762E-1,2.907028198E-1,-2.783732414E-1
3.811621149E0,7.976377010E-2,5.645074844E-1,1.450214386E-1
3.821638441E0,-3.097596169E-1,5.883493423E-1,3.706235886E-1
3.831655785E0,-3.936731219E-1,5.014305115E-1,5.895481110E-1
3.841673128E0,-2.005757689E-1,3.427495956E-1,5.099539757E-1
3.851690472E0,5.220758915E-2,3.046073914E-1,-3.500747681E-2
3.861707816E0,4.060425758E-1,-3.254194260E-1,-5.455024242E-1
3.871725160E0,6.803315878E-1,-5.501956940E-1,-1.109818935E0
3.881742503E0,1.173402309E0,-1.092682838E0,-1.421348572E0
3.891759847E0,1.309017777E0,-1.185995102E0,-1.508010864E0
3.901777191E0,1.293503046E0,-1.242001534E0,-1.032340527E0
3.911794535E0,1.038129449E0,-1.282984734E0,-2.237329483E-1
3.921811878E0,6.754655242E-1,-1.369386196E0,8.714437485E-2
3.931829222E0,3.612301350E-1,-1.601778507E0,-1.072645187E-1
3.941846462E0,1.416686177E-1,-1.935173512E0,-4.412198067E-1
3.951863701E0,8.822700381E-2,-2.310698509E0,-7.070724964E-1
3.961880941E0,8.593478799E-2,-2.671099663E0,-8.285562992E-1
3.971898180E0,1.389188766E-1,-3.112726212E0,-9.914507866E-1
3.981915420E0,3.296954632E-1,-3.486747742E0,-1.268896103E0
3.991932712E0,6.017526388E-1,-3.988041878E0,-1.868799448E0
4.001949951E0,8.644437790E-1,-4.353035450E0,-1.992766619E0
4.011967191E0,1.170652390E0,-4.878947258E0,-2.285372734E0
