"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.710120965E0,6.119900197E-2,2.134890556E-1,-7.238806725E0
3.720120965E0,-2.341593206E-1,4.614872932E-1,-7.351968288E0
3.730120965E0,-4.788367152E-1,6.585469246E-1,-7.214960575E0
3.740120965E0,-5.633516312E-1,6.658291817E-1,-6.777379513E0
3.750120965E0,-5.269841552E-1,7.001166344E-1,-6.780174732E0
3.760120965E0,-4.608237445E-1,7.145476341E-1,-6.668913364E0
3.770120965E0,-2.171505988E-1,7.703971863E-1,-6.579073429E0
3.780120965E0,1.286539882E-1,8.192005157E-1,-6.459763050E0
3.790120998E0,3.944777250E-1,8.368158340E-1,-6.344196320E0
3.800120998E0,5.399231911E-1,9.615788460E-1,-6.047419548E0
3.810120964E0,6.407524347E-1,1.209907532E0,-5.683942795E0
3.820120964E0,6.127732992E-1,1.552160740E0,-5.173882484E0
3.830120964E0,6.239074469E-1,1.876377583E0,-4.939478874E0
3.840120964E0,6.370011568E-1,2.158447742E0,-4.655538082E0
3.850121364E0,6.035118103E-1,2.371565342E0,-4.454608917E0
3.860121364E0,5.119487047E-1,2.807151794E0,-4.961396217E0
3.870121364E0,4.910975695E-1,2.863385201E0,-5.174703598E0
3.880121364E0,4.862924814E-1,3.064207554E0,-5.792939186E0
3.890121364E0,5.552722812E-1,3.366030693E0,-6.283214092E0
3.900121364E0,5.815556049E-1,3.931696415E0,-6.548681259E0
3.910121364E0,5.518890619E-1,4.044855595E0,-6.475871086E0
3.920121364E0,3.995338678E-1,4.378684521E0,-5.755666256E0
