"Time (s),""Gyroscope x (rad/s)"",""Gyroscope y (rad/s)"",""Gyroscope z (rad/s)"""
7.613097490E0,1.306564450E0,-6.131559983E-2,-3.485749662E-1
7.623097490E0,1.361542225E0,-6.070473418E-2,-3.271946907E-1
7.633097490E0,1.221654177E0,-3.283400787E-3,-3.143665195E-1
7.643097490E0,9.980774522E-1,1.565342210E-2,-2.709950805E-1
7.653097490E0,7.732790709E-1,-9.369145334E-2,-1.622610837E-1
7.663097490E0,5.399284959E-1,-2.341904640E-1,1.855503209E-2
7.673097490E0,3.249039650E-1,-3.099377453E-1,1.633300930E-1
7.683097490E0,2.045634985E-1,-2.879466116E-1,2.775619030E-1
7.693097490E0,2.858085632E-1,-2.231948823E-1,3.814089894E-1
7.703097490E0,5.497023463E-1,-1.694387496E-1,4.791474342E-1
7.713097490E0,8.551349640E-1,-1.187369302E-1,5.744423866E-1
7.723097490E0,1.031675100E0,-3.321579844E-2,6.605743766E-1
7.733097490E0,1.117807031E0,2.176207490E-2,6.984480619E-1
7.743097490E0,1.062218308E0,3.031418845E-2,6.508005857E-1
7.753097490E0,8.526915312E-1,2.970332280E-2,5.133558512E-1
7.763097123E0,5.197699666E-1,4.986187443E-2,2.812270820E-1
7.773097123E0,1.611920595E-1,1.824196279E-1,-9.544769302E-3
7.783097123E0,-2.230421752E-1,4.004985392E-1,-2.636647224E-1
7.793097123E0,-5.700136423E-1,5.721516609E-1,-5.037347674E-1
7.803097123E0,-7.734317780E-1,5.648213029E-1,-7.040985823E-1
7.813097123E0,-7.648796439E-1,2.807689309E-1,-7.981718183E-1
7.823097089E0,-5.968917012E-1,-9.918924421E-2,-7.480808496E-1
7.833097089E0,-3.965279162E-1,-4.107305110E-1,-6.265186667E-1
7.843097089E0,-3.427717686E-1,-5.817728043E-1,-5.067890882E-1
7.853097089E0,-3.910301030E-1,-5.976552963E-1,-4.047745764E-1
7.863097455E0,-4.728860557E-1,-4.443280995E-1,-4.004985392E-1
7.873097455E0,-5.797874928E-1,-1.914298981E-1,-4.377613068E-1
7.883097455E0,-7.300603390E-1,7.712173741E-3,-4.676937163E-1
7.893097455E0,-8.949939609E-1,1.469894499E-1,-4.860196710E-1
7.903097455E0,-9.029352069E-1,-4.505131394E-3,-4.469242990E-1
7.913097455E0,-6.744716167E-1,-3.618612885E-1,-3.235295117E-1
7.923097455E0,-4.484514594E-1,-5.060254931E-1,-1.146135926E-1
7.933097455E0,-3.177262843E-1,-4.046218693E-1,2.955060638E-2
7.943097455E0,-1.442405581E-1,-5.115996581E-3,9.918924421E-2
7.953097455E0,-6.727153808E-2,2.441170216E-1,1.132391468E-1
7.963097455E0,-3.795000166E-2,3.901138306E-1,8.330674469E-2
7.973097455E0,-5.749769136E-2,4.096615016E-1,3.810271993E-2
7.983097455E0,-1.735620946E-1,3.326924741E-1,-2.542726509E-2
7.993097455E0,-2.847395539E-1,2.691625059E-1,-1.769218445E-1
8.003097455E0,-3.067307174E-1,3.119230568E-1,-3.577379584E-1
8.013097455E0,-2.639701366E-1,2.905427814E-1,-5.116760135E-1
8.023097455E0,-1.894445866E-1,1.708131880E-1,-6.173557043E-1
8.033097455E0,-1.643991023E-1,1.091158018E-1,-6.692792177E-1
8.043097455E0,-2.493093759E-1,8.407033235E-2,-6.961572766E-1
8.053097455E0,-3.562107980E-1,1.928043365E-1,-6.808856726E-1
8.063097821E0,-5.223661661E-1,4.530329406E-1,-6.472880840E-1
8.073097821E0,-6.524804235E-1,5.605452061E-1,-6.350708008E-1
8.083097821E0,-5.791766047E-1,3.388011456E-1,-5.593234897E-1
8.093097821E0,-3.464369476E-1,9.078984708E-2,-4.090506434E-1
8.103097821E0,-7.093672454E-2,1.565342210E-2,-2.001347244E-1
8.113097821E0,1.062141955E-1,4.375322163E-2,7.559457328E-3
8.123097821E0,1.807397604E-1,-3.894265974E-3,1.914298981E-1
8.133097821E0,1.147663072E-1,-6.314819306E-2,3.661373556E-1
8.143097821E0,-4.222606122E-2,1.603521290E-3,5.029711723E-1
8.153097821E0,-1.405753642E-1,8.407033235E-2,6.019313335E-1
8.163097821E0,-1.723403633E-1,7.612907887E-2,7.039458156E-1
8.173097821E0,-1.900554448E-1,3.436116967E-3,8.474991918E-1
8.183097821E0,-1.650099754E-1,-2.726749778E-1,1.073519349E0
8.193097821E0,1.519527286E-2,-5.335144401E-1,1.032591343E0
8.203097821E0,1.899027377E-1,-4.528802335E-1,8.639925122E-1
8.213097821E0,2.424371392E-1,-2.683989108E-1,6.501896977E-1
8.223097821E0,1.618029326E-1,-1.346194297E-1,4.492150247E-1
8.233097821E0,8.361218125E-2,-1.688278764E-1,4.479933083E-1
8.243097821E0,-2.634356357E-2,-4.543310404E-2,4.754822254E-1
8.253097821E0,-1.185842156E-1,2.176207490E-2,3.441462219E-1
8.263097821E0,-2.694679201E-1,1.259909570E-2,1.077413559E-1
8.273097821E0,-4.008039534E-1,7.101308554E-3,-8.773551881E-2
8.283097821E0,-4.551709592E-1,-4.421137273E-2,-1.353830099E-1
8.293097821E0,-4.160755873E-1,-8.086328954E-2,-1.634828150E-1
8.303097821E0,-3.354413807E-1,-8.758280426E-2,-1.763109863E-1
8.313097821E0,-2.004401535E-1,-1.553888470E-1,5.115996581E-3
8.323097421E0,-1.718058437E-2,-2.262492180E-1,2.005928755E-1
8.333097421E0,1.007164046E-1,-3.539200425E-1,1.144608781E-1
8.343097954E0,1.514182240E-1,-3.197115958E-1,-1.320996135E-2
8.353097954E0,2.021200359E-1,-3.203224540E-1,-3.412446082E-1
8.363097954E0,1.532508135E-1,-2.580142021E-1,-6.497315168E-1
8.373097954E0,-6.185010541E-3,-1.278999150E-1,-7.407504916E-1
8.383097887E0,-1.821141988E-1,-3.138320148E-2,-2.954297066E-1
8.393097887E0,-5.070945024E-1,-1.669952869E-1,-4.192062840E-2
8.403097887E0,-5.657375455E-1,-3.209333420E-1,1.611157134E-2
8.413097887E0,-5.956699848E-1,-4.840343595E-1,1.443932652E-1
8.423097887E0,-4.954880774E-1,-7.063893080E-1,4.559345543E-1
8.433097887E0,-2.670244575E-1,-8.248971701E-1,8.878162503E-1
8.443097887E0,1.172097698E-1,-6.514114141E-1,1.110782146E0
8.453097887E0,7.635052204E-1,-1.694387496E-1,5.212971568E-1
8.463098087E0,1.172174096E0,-3.382666409E-2,9.185886383E-2
8.473098087E0,1.028620720E0,-1.761582643E-1,2.732858360E-1
8.483098087E0,4.886158407E-1,-5.164102316E-1,-2.037999183E-1
8.493098087E0,-1.053818941E0,1.603521290E-3,-7.835110426E-1
8.503098087E0,-5.993351340E-1,3.031418845E-2,-7.694611549E-1
8.513098087E0,-3.623194396E-1,-3.026073575E-1,-6.136904955E-1
8.523098120E0,-1.290452853E-2,-3.801872432E-1,-1.995238662E-1
8.533098120E0,2.680934966E-1,-3.099377453E-1,2.317470014E-1
8.543098120E0,1.465312988E-1,-7.047858089E-2,6.795112491E-1
8.553098120E0,-3.000875562E-2,-3.932445124E-2,7.247152328E-1
8.563098153E0,-1.674534380E-1,-3.260493279E-2,5.133558512E-1
8.573098153E0,-1.637882441E-1,7.712173741E-3,1.987602860E-1
8.583098153E0,4.329507425E-2,-1.401172131E-1,-2.237293869E-2
8.593098153E0,1.691333205E-1,-1.175151989E-1,-6.452263892E-2
8.603098153E0,2.522109747E-1,-1.639409661E-1,6.375905871E-2
8.613098153E0,2.143373489E-1,-2.042580694E-1,1.871538460E-1
8.623098553E0,9.094256163E-2,-1.065196246E-1,1.987602860E-1
8.633098553E0,-5.871942267E-2,-1.855503209E-2,1.792125851E-1
8.643098019E0,-2.181552500E-1,7.673994452E-2,1.535562575E-1
8.653098019E0,-2.963460088E-1,1.695914567E-1,1.425606757E-1
8.663098019E0,-2.309834212E-1,1.928043365E-1,1.443932652E-1
8.673098019E0,-6.299547851E-2,1.726457924E-1,1.401172131E-1
8.683098085E0,1.874592751E-1,1.072832122E-1,1.621083617E-1
8.693098085E0,4.501313269E-1,-2.893974073E-2,2.482403666E-1
8.703098085E0,5.625305176E-1,-9.430231899E-2,2.977204621E-1
8.713098085E0,4.489096105E-1,-2.649627998E-2,2.341904640E-1
8.723098085E0,2.039526403E-1,1.054506153E-1,1.462258697E-1
8.733098085E0,-3.489567712E-2,1.830305010E-1,5.093089119E-2
8.743098085E0,-1.760055423E-1,2.099085748E-1,-6.024658307E-2
8.753098085E0,-2.114357352E-1,1.830305010E-1,-1.476003081E-1
8.763097885E0,-1.747838110E-1,9.201157838E-2,-1.976912618E-1
8.773097885E0,-9.109527618E-2,3.817907709E-4,-1.934152097E-1
8.783097885E0,5.421428941E-3,-7.353290170E-2,-1.647045463E-1
8.793097885E0,1.251510233E-1,-1.914298981E-1,-1.140027270E-1
8.803097885E0,3.230713606E-1,-3.869067729E-1,-1.198823005E-2
8.813097885E0,4.654029608E-1,-5.536729693E-1,8.391761035E-2
8.823097851E0,4.366922975E-1,-5.469534397E-1,1.407280862E-1
8.833097851E0,-1.613447815E-1,-4.665483162E-2,1.199586615E-1
8.843097851E0,-6.231589317E-1,6.204100251E-1,-1.451568604E-1
8.853097851E0,-7.764860988E-1,8.482627273E-1,-2.868776023E-1
8.863097817E0,-5.645158291E-1,4.866305292E-1,-2.728276849E-1
8.873097817E0,-2.822960913E-1,1.268308908E-1,-1.384373307E-1
8.883097817E0,1.153008174E-2,-1.138500124E-1,-3.092505224E-2
